Question,Answer
[원쁠딜] 원쁠딜은 어떤 서비스인가요?,"모든 상품이 1+1 또는 1+@ 또는 1+적립으로 구성되어 있는 핫딜 서비스입니다.모든 상품이 '무료배송'이라는 것도 원쁠딜의 큰 특징입니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 어떤 상품을 제안할 수 있나요?,"스마트스토어를 통해 네이버 쇼핑에서 판매 중인 정상 상품이면 신청 접수가 가능합니다.(수수료 부과 서비스 특성상 스마트스토어를 통한 진행만 가능합니다.)특별한 카테고리 제한은 없으며 소비자들이 많이 찾는 생활/주방, 식품, 패션잡화 등 1+1 판매에 용이한 카테고리의 신청을 권장합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 원쁠딜에서 판매하고 싶으면 어떻게 하면 되나요?,"스마트스토어센터 [원쁠딜 > 제안관리]를 통해 제안이 가능합니다. 단, 원쁠딜 제안을 위해 '원쁠딜 약관 동의'를 반드시 진행해 주셔야 하며, [노출관리 > 노출 서비스 관리] 메뉴를 통해 원쁠딜 연동 완료 상태를 확인해주시면 됩니다. 즉, 원쁠딜 서비스에 '연동중' 상태일 경우 제안 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 선정에 유리하려면 어떻게 해야 하나요?,"가격 경쟁력이 있으면서 판매량이 높았던 상품이 선정될 확률이 높습니다.시즌성이나, 기타 이슈들에 의한 판매량이 급등하는 상품들도 선정 확률이 높아집니다. (예)코로나>마스크또한, 원쁠딜에서 기존에 높은 판매를 기록했던 상품이 앵콜 재신청 시 선정에 유리한 가산점이 붙는 점 참고 바랍니다.우대항목에 해당하는 상품은 선정될 확률이 높아집니다.단, 허위로 기재 시 선정에 불이익이 있을 수 있는 점 참고해 주시기 바랍니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

[원쁠딜] 우대항목에 대한 기준이 궁금해요.
[원쁠딜] 제안선정이 되지 못한 경우 추가 제안이 불가한가요?



도움말 닫기"
[원쁠딜] 선정 후 노출 스케줄은 어떻게 알 수 있나요?,"원쁠딜 상품 선정은 신청 접수일 기준으로 차주 월요일 발표되며, [원쁠딜 > 소재관리] 메뉴에서 확인 가능합니다.선정 후 노출 일정은 신청 접수일 기준 2주 후 주간 노출이 원칙이나 스케줄링 과정에서 3주 후 스케줄이 잡힐 수 있습니다.미선정에 대한 별도 안내는 진행되지 않으며 [소재관리] 메뉴에서 선정/미선정 여부 확인이 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 성별에 따른 상품 선정 기준이 있나요?,"원쁠딜 상품 총 30개 중 20개 상품은 여성향 / 10개 상품은 남성향 상품으로 구성됩니다.접수된 상품 중 성별향에 따라 20개 / 10개가 구분되게 됩니다. 남성향 상품은 남성이 주로 구매,사용하는 제품으로 구성 예정입니다.​예시) 남자 사이즈 의류, 공구, 스포츠/헬스, 자동차 용품 등 (성별 군에 따른 선정/노출 불이익 없음)


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 원쁠딜에서 판매할 수 있는 상품 조건이 있나요?,"모든 상품은 1+1 구성 / 무료배송 / 경쟁력 있는 가격으로 등록해야 합니다.이 세 가지 조건이 충족된다면 원쁠딜 신청 접수를 통해 자유롭게 제안해 주세요.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
​[원쁠딜] 1+1 구성은 어떤 의미인가요?,"​완전히 동일한 상품 2개 또는 동일한 상품의 속성만 다른 2개의 상품을 의미합니다.​예) 리스테린 쿨민트 1L 1+1 또는 리스테린 쿨민트 1L + 헬시브라이트 1L 구성단, 일정 조건에 한하여 1+@ 구성도 허용합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



관련 도움말/키워드

 [원쁠딜] '기존판매가'와 '원쁠딜할인'은 어떻게 입력해야하나요?



도움말 닫기"
[원쁠딜] 1+@ 구성은 어떤 조건을 충족해야 하나요?,"​1+1이 아닌 구성은 모두 1+@ 구성이며, 원상품 +@ 상품으로 구성되어야 합니다.(판매율이 높은 2가지 상품의 결합 또는 1+1이 불가한 가구/가전 등 상품 대상)​+@ 상품은 원상품과 동일한 상품일 수 없습니다. 예시) 우유 20개 박스 + 우유 2개 구성 불가+@상품은 네이버 쇼핑에서 가격 확인이 가능해야 하고, 원상품 가격의 20% 이상 가격에 판매 중이어야 합니다. (예: 2만원 로션 + 1천원 핸드크림 구성 불가)단, 원상품 판매 가격에 따라 +@상품 가격 기준이 완화될 수 있습니다.​


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 스마트스토어 상품을 새로 등록해야 하나요?,"원쁠딜 상품은 1+1(+@) 구성으로 신규 상품을 등록해야 합니다.다만, 기존에 판매 상품 구성이 이미 1+1(+@)구성이라면 해당 상품으로 원쁠딜을 진행하여도 됩니다.즉. 기존에 이미 1+1으로 판매중이던 상품이 원쁠딜 진행하고자 하는 대표옵션과 동일한 경우 해당 상품을 원쁠딜에 그대로 제안할 수 있습니다.  ※ 참고. · 원쁠딜 ‘판매제안’은 원쁠딜에서 판매할 수 있는 경쟁력있는 상품을 제안하는 단계로, 제안하기 전부터 상품이 미리 등록되어 있거나 판매중일 필요는 없습니다. · 기존 단일판매 상품을 1+1으로 구성 변경 할 경우 ""상품ID 재사용""에 해당되어 상품 삭제 조치가 될 수 있으니 반드시 신규 상품으로 등록 바랍니다. 예시) 기존에 후라이팬 1개를 판매자하던 상품코드를 원쁠딜로 진행하고자 후라이팬 1+1으로 변경해서 진행하는 것은 불가또한, '신규상품'으로 등록했으나 해당 상품의 옵션에 '기존에 판매하던 상품'이 포함되는 경우기존 판매상품의 판매가보다 10원이라도 낮아야 중복ID에 해당하지 않습니다.예시) 기존에 A,B,C 상품을 판매하던 판매자가 D라는 상품으로 1+1구성을 새로 만들어 원쁠딜에 제안하는 경우       해당 신규상품의 옵션에 기존에 판매하던 A,B,C 중 하나가 추가옵션으로 포함된다면 기존 판매가와 다르게 옵션가를 설정해야 함


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 1+1 구성을 한 박스로 구성해도 되나요?,"신선식품이나 한 개의 박스로 배송 될 수 있는 상품의 경우 원쁠딜 상품 상세페이지 내 고지한다면 1박스로 구성이 가능합니다.​예시1) “고구마 2kg + 고구마 2kg” 상품을 고구마 4kg 박스 한 개로 판매 가능예시2) 후라이팬 25cm + 궁중팬 구성의 경우 세트로 구성된 한 개의 포장으로 판매 가능단, 통상적 허용범위를 넘어서는 구성의 판매 제안이 어뷰징성으로 판단될 경우 선정 제외 및 향후 선정에 불이익을 받을 수 있습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 대표 상품/옵션 상품 외 추가 구성 상품 설정이 가능할까요?,"대표/옵션 상품과 다른 상품군일 경우 추가 구성 상품 등록이 가능합니다. ※ 참고. 추가 구성 상품은 대표 또는 옵션 상품 가격 기준으로 가격이 +됩니다.ex) ■ 1+1 대표 상품이 고구마 2kg + 고구마 2kg일 경우 ■ 추가 구성 상품  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 원쁠딜 유입수수료는 어떻게 되나요?,"원쁠딜Beta 서비스 기간 동안에는 5%가 매출연동 수수료로 부과됩니다.(결제 수수료 별도)5%의 매출연동 수수료 내에는 부가세가 포함되어있으며, 5% 수수료를 통해 판매 증진을 위한 활동을 진행합니다.예시) 원쁠딜 서비스 내 상품 노출 광고비 포함, 원쁠딜 마케팅 활동, 포인트 추가적립 강화 등단, '원쁠딜판' 및 '원쁠딜홈' 등 원쁠딜 영역과 소문내기, 상품URL직접 공유를 통한 방문 시 5% 수수료가 부과되고,원쁠딜 영역 외 쇼핑검색, 탑탑, 라이브 등의 영역별 노출의 경우 해당 영역 정책에 따라 수수료가 적용됩니다.※ 참고. · Beta 서비스 기간 종료 후 정식 서비스 출시 시점에 수수료 변경 여부는 별도 공지될 예정입니다. · 스타트제로수수료 지원대상자로 '매출연동수수료'를 지원받는 스토어의 경우 원쁠딜 유입수수료도 동일하게 부과되지 않습니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
​[원쁠딜] 결제 수수료(네이버페이 주문관리 수수료)는 어떻게 되나요?,"결제수수료(네이버페이 주문관리 수수료)는 매출연동 수수료와 별도로 진행되며,국세청에 신고된 매출 등급 따라, 영세/중소/일반 등급별로 과금됩니다.          네이버페이 주문관리 수수료 (VAT 포함) 매출액에 따른 구분 수수료 (VAT 포함) 영세 1.980% 중소1 2.585% 중소2 2.750% 중소3 3.025% 일반 3.630%수수료 등급 및 수수료율은 [스마트스토어센터 > 정산관리 > 정산 내역 (일별/건별)] 메뉴 ""나의 수수료 정보""에서 확인 가능합니다.           


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 판매 시 정산 주기는 어떻게 되나요?,"정산 주기는 스마트스토어의 정산 주기와 동일하며,“원쁠딜 유입수수료“는 별도 항목으로 구분되어 원쁠딜을 통한 수수료와 일반 스마트스토어 상품 수수료 구분이 가능합니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 상품은 몇시에 업데이트 되나요?,"매일 저녁 5시(17:00) 새로운 30개 상품이 업데이트 됩니다. 업데이트된 상품은 총 3일간 운영되며 업데이트 된 시간으로 부터 72시간 노출입니다.※ 참고. 선정된 소재관리 내에서 각 제안번호의 서비스일시(노출시작일시&노출종료일시) 확인 가능합니다. 예시) 12/18 업데이트 되었을 경우        12/18 17:00 ~ 12/21 16:59:59 또한, 매일 30개 상품이 오픈 되므로 동시에 노출되는 상품 수는 90개 입니다.예시) 아래처럼 30개씩 3일간 노출이 누적되어 최대 90개 상품이 동시 노출되는 구조입니다. - 1일 30개 상품 → 3일간 노출- 2일 30개 상품 → 3일간 노출- 3일 30개 상품 → 3일간 노출- 4일 30개 상품 → 3일간 노출 (1일 오픈 된 30개 종료)- 5일 30개 상품 → 3일간 노출 (2일 오픈 된 30개 종료) 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 원쁠딜 상품의 가격 및 이미지 수정이 가능한가요?,"원쁠딜 상품 선정 후 소재 등록 및 검수가 완료되면 상품 수정이 불가능 합니다.단, 천재지변 등 예상할 수 없는 불가피한 상황 일 경우 사전 협의 후 변경이 가능하므로 원쁠딜 담당자 메일(dl_oneplus@navercorp.com)로 문의해 주시기 바랍니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 원쁠딜 진행 중 빠른 품절이 되면 어떻게 하나요?,"총 3일 노출 중 빠른 품절이 진행된다면 판매자님의 재고 여력에 따라 남은 기간 재오픈 진행이 가능합니다.품절이 발생 될 경우 판매자님께 별도로 연락하여 재오픈 협의를 진행하며,만일 재고가 없을 경우 잔여 노출일 동안 ""SOLD OUT"" 표기됩니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 무료배송이 필수인가요?,"​원쁠딜은 전 상품이 무료배송 필수입니다.따라서 신청 접수 시 배송비가 포함되는 부분 감안하시어 상품 가격 설정을 해주시기 바랍니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 알람 선정기준이 있나요?,"원쁠딜 알람은 내부 기준에 의해 선정되며, 선정에 대한 별도 안내는 진행되지 않습니다.원쁠딜 상품 중, 다방면의 메리트가 높은 상품이 주로 선정될 예정입니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 모바일 원쁠딜판에서는 모든상품이 노출되나요?,"​원쁠딜 판에서는 하루 90개 상품이 모두 노출됩니다.단, 인기도와 노출 시작일 및 성별 타겟팅에 따라 순서가 구분되어 노출됩니다.원쁠딜 판에서는 상품별 구매완료 건수 및 상품을 보고 있는 유저의 수가 카운팅되어 노출 될 예정입니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 효율은 어떻게 확인 가능한가요?,"원쁠딜에서 판매한 상품에 대해서는 [원쁠딜 > 리포트] 메뉴를 통해 거래액, 클릭 수 등 성과지표를 시간별로 조회 할 수 있도록 대시보드를 제공합니다.원쁠딜 리포트에 집계된 주문건은 '원쁠딜 수수료'가 부과된 실적입니다.원쁠딜 기간에 해당상품을 구매하더라도 유과금 수수료 경로가 원쁠딜이 아니라면 원쁠딜 리포트에 집계되지 않습니다.ex) 쇼핑검색을 통해 구매시 쇼핑검색 수수료가 부과되어 원쁠딜 구매로 판정되지 않음      - 원쁠딜 리포트 : 원쁠딜 유입경로로 구매한 구매데이터 (직랜딩 포함)       - 스마트스토어 판매관리 : 기간내 전체 판매량


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 제안한 상품 선정 여부를 알 수 있나요?,"선정여부는 제안하신 다음주 월요일 오전 11시에 [원쁠딜 > 제안관리] 메뉴 내 제안이력 탭의 '제안상태'에서 확인할 수 있습니다.만일, 제안하신 상품이 선정되지 않았다면 다음의 이유일 가능성이 높습니다. 1. 소재가이드를 준수하지 않고 이미지를 등록하신 경우2. 제안주신 정보가 상품의 경쟁력을 확인하기에 충분하지 않은 경우3. 제안주신 정보는 양식에 알맞게 확인되나, 시즌성, 기존판매가 대비 가격경쟁력, 타 제안 대비 경쟁력, 충분한 재고수량, 레퍼런스 등의 기준에서 부합하지 못하는 경우위와같이 여러 측면에서 종합적으로 검토하기 때문에 선정기준은 대외비로 상세안내가 어려운 점 양해 부탁드립니다. 만약 제안한 상품이 선정되지 못했다면 추후 제안 시 위의 내용을 참고하여 주시기 바랍니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 연동 후 메뉴는 언제 확인가능한가요?,"최초 연동 후 [원쁠딜 > 제안관리] 메뉴 노출이 되기까지 5분정도의 시간이 소요될 수 있습니다. 연동 후 5분이 지난 이후에도 메뉴가 확인되지 않는 경우, 로그아웃 후 다시 로그인을 시도해보시기 바랍니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 참고상품 URL에는 스마트스토어 상품 URL만 등록해야하나요?,"상품 URL에는 '원쁠딜에서 판매하고자 하는 상품'에 대한 정보를 확인할 수 있는 URL을 등록해주시면 됩니다. 가격이 동일한 상품구성(A+A)으로 제안하시는 경우 상품A의 정보를 확인할 수 있는 하나의 URL만 입력해도 괜찮습니다.동일한 상품임에도 색깔, 향, 맛 등 속성만 달라 가격이 다른 구성(A+a)으로 제안하시는 경우엔두가지 상품(A, a)에 대한 URL을 모두 입력해 주세요.서로 다른 상품구성(A+B)으로 제안하시는 경우에는 두가지 상품 (A, B)에 대한 URL을 모두 입력해 주세요. 꼭 스마트스토어에서 운영중인 상품url일 필요는 없으니 '상품정보를 확인할 수 있는' 타 스토어의 상품페이지, SNS 쇼핑페이지 등 자유롭게 등록해주세요.※ 참고. 등록한 상품 URL이 네이버 스마트스토어 URL이 아니더라도 불이익은 없습니다.단, '기존판매가를 높게 보이기 위한 목적' 등 어뷰징이라고 판단되는 경우 선정에서 제외 될 수 있으며,동일한 어뷰징 패턴 반복 적발 시 향후 선정에서 영구적으로 제외될 수 있습니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 연동 해지도 가능한가요?,"최초 연동 시 [노출관리 > 노출서비스 관리] 메뉴를 통해 연동 가능하며, 원쁠딜을 이용하지 않고자 할 경우 '연동해지'를 별도로 할 필요는 없습니다. 원쁠딜을 통해 발생하는 '원쁠딜 유입수수료'는, ①원쁠딜에 제안 후, ②제안이 선정되어, ③원쁠딜에서 판매를 진행한 경우에만 발생하기 때문에원쁠딜 서비스를 진행 하지 않는 경우, 원쁠딜 유입수수료는 발생하지 않으므로 별도의 연동해지 절차를 제공하지 않습니다.  


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜]  원쁠딜 종료 후 일반상품으로 판매가 가능한가요?,"원쁠딜 종료 후 해당상품을 계속 판매하거나, 가격수정, 판매상태 변경 등을 진행하셔도 되며,원쁠딜에서의 실적이 좋았다면, '앵콜제안'을 해주셔도 좋습니다. ※ 참고. 앵콜제안 상품 선정 시 기존과 동일하게 판매자님께서 별도 가격을 수정할 필요는 없으며, 제안가로 자동 적용 됩니다.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 플러스(+@) 상품은 사은품인가요?,"모든 상품은 1+1 구성으로 제안 주셔야 되나, 1+1 구성이 어려운 상품의 경우 1+@ 구성으로도 제안이 가능합니다. +@(플러스 알파)상품은 사은품 개념이 아니라 원상품과 어울릴만한 의미있는 상품이어야 합니다. 예시) 아이패드 + 애플펜슬, 공기청정기 + 필터, 이불 + 베개 등따라서 썸네일도 독립적인 이미지로 구성이 가능해야 하며, 플러스 썸네일은 배경이 없는 누끼컷으로 제작되어야 합니다. 소재등록 관련 자세한 내용은 소재등록 가이드를 참고해 주시기 바랍니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 한번에 한개의 상품만 제안이 가능한가요?,"한번에 복수개의 상품 제안도 가능합니다. 하나의 사업자가 복수개의 스토어를 운영하는 경우 각각의 스토어를 통한 제안도 가능합니다. 단, 하나의 판매자가 제안한 여러개의 제안 중 동일 상품군(소카테고리 기준)은 최대 1개만 선정될 예정이므로 여러개의 제안을 주시더라도 가급적 서로 다른 상품군의 상품으로 제안해주세요. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] '기존판매가'와 '원쁠딜할인'은 어떻게 입력해야하나요?,"'기존판매가'는 '제안하려는 상품'을 기존에 판매하던 가격입니다. 만약 10,000원에 판매하던 A라는 상품을 1+1 구성인 A+A 로 제안하시는 경우, 기존판매가는 10,000+10,000 = 20,000원이 됩니다. 즉, 제안하는 구성 그대로 기존에 판매했던 가격(즉시할인 반영 전 가격)을 기재해 주시면 됩니다. ※ 참고. 할인폭을 크게 보이기 위해 기존판매가를 의도적으로 높게 입력해 제안하시는 경우           선정에서 제외되며, 향후 선정에서도 불리하게 적용될 수 있습니다. '원쁠딜할인'에는 '기존판매가'에서 얼마를 할인할지 기재해 주시면 됩니다. 만약 A+A구성을 제안 시, 기존 판매하던 가격이 20,000원이고 2,000원을 할인해 18,000원에 판매하고자 한다면 원쁠딜할인에 2,000원을 입력하시면 됩니다. 할인가격을 얼마나 적용해야 할지는 별도로 가이드 드리고 있지 않으니, 자율적으로 제안해 주시면 됩니다. '원쁠딜가'는 '기존판매가 - 원쁠딜할인' 를 계산한 값으로, 원쁠딜할인 입력창 오른쪽에 자동으로 계산되어 보여집니다.※ 참고. 원쁠딜의 모든상품은 무료배송이어야 하기 떄문에, 배송비를 감안한 가격으로 세팅해 주세요.


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 한번에 한가지 상품만 등록 가능한가요?,"1+1 혹은 1+@ 구성의 상품 하나를 대표상품으로 제안해주시면 됩니다. 대표상품에 옵션을 추가해 등록할 수는 있으나 '메인상품과 유사상품군'인 경우에 한해 옵션상품 설정이 가능합니다. 예시) 대표상품이 '노트북+키보드' 구성인데, 옵션상품에 '라면', '디퓨저', '칫솔' 등 메인상품과 관련성이 떨어지는 상품을 넣을 수 없음 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 원쁠딜 공식대행사를 통해 진행해야 하나요?,"원쁠딜은 대행사를 통해서 진행하셔도 되고, 스마트스토어센터를 통해 직접 제안주셔도 됩니다. 대행사를 통한다고 별도 비용이 발생하지는 않으며, 제안 경로에 따른 이익 또는 불이익도 없습니다. ※ 참고. 원쁠딜 관련 공식대행사는 다음과 같습니다. - 링크프라이스 02-3440-4940- 온라이브플러스 02-549-5112- 커넥트웨이브 02-6484-3645


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 여러 온라인 대행사가 판매중인 '대형브랜드'도 제안이 가능한가요?,"본사가 직접 진행하지 않아도 한개의 상세페이지에 1+1 또는 1+@ 상품의 구성이 가능하다면, 온라인대행사가 원쁠딜을 진행하는 것에는 아무 문제가 없습니다. 다만, 각기 다른 대행사 또는 벤더사의 상품을 엮어서 1+1으로 진행하는 것은 불가합니다. 예시) 온라인대행사인(A), (B)셀러가 각각 a, b 상품을 묶어서 a+b 구성의 상품을 진행하는 것은 불가, 하나의 셀러가 a+b 상품으로 제안하는 것은 가능


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 원쁠딜 종료 후 가격 수정을 진행해야 하나요?,"원쁠딜에 제안주신 가격으로 '선정'되어 소재등록 및 검수의 과정을 모두 마치면, 검수완료된 가격이 원쁠딜 시작 시 자동으로 적용되고, 원쁠딜 종료 시에도 자동으로 기존 가격으로 되돌아갑니다. 즉, 원쁠딜 시작 및 종료시점에 수동으로 가격을 수정할 필요 없습니다.원쁠딜 시작 전 : '기존판매가'로 판매 가능원쁠딜 시작 : '기존판매가 - 원쁠딜 할인' = '원쁠딜가' 로 자동변경원쁠딜 종료 : '기존판매가'로 가격 자동변경


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] '경쟁력있는 가격'의 검수 기준은 무엇인가요?,"제안주신 1+1(1+@) 구성의 상품을 네이버에서 검색해 나오는 가격을 기준으로 검수합니다. (정상가가 아닌 최종판매가 기준)꼭 최저가일 필요는 없으나, 기존에 판매하던 동일상품구성 가격 대비 경쟁력을 갖췄다고 판단하는 경우 선정될 가능성이 높습니다. 예시) 기존에 10,000원에 판매하던 상품을 1+1 구성으로 제안한다면, 2개 가격인 20,000원보다는 낮은 가격이어야 함. (해당 예시에서 배송비는 고려하지 않음) 무조건 저렴하다고 선정되는 것은 아니며 ①가격 메리트, ②시즌성, ③상품의 인지도, ④브랜드 인지도 등 여러 측면에서 선정 검토를 진행하는 점 참고 바랍니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[원쁠딜] 제안 시 재고수량을 입력하는 기준은 무엇인가요?,"재고입력 시 대표상품의 재고를 입력해주세요. 일반옵션까지 포함한 재고수량이 아닌, 1+1 (또는 1+@) 구성의 대표상품의 재고수량을 입력해주시면 됩니다. 제안 시점에는 재고가 확보되지 않아도 무방하나, 제안접수 후 선정이 된다면 원쁠딜 노출기간에는 '배송에 문제가 없는 상태'여야 합니다. 만약 재고가 확보되지 않아 배송지연 등의 이슈가 발생하면 다음 원쁠딜 선정에 불리하게 적용될 수 있습니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
[공통] '원쁠딜/원쁠템' 배송비는 얼마로 설정해야 하나요?,"원쁠딜 및 원쁠템은 '모든 상품이 무료배송' 입니다. (단, 제주/도서산간 지역 추가 배송비는 예외)조건부 무료배송의 경우 원쁠딜 및 원쁠템에 제안하는 상품을 구매 시 '무료배송'으로 적용된다면 허용되나, 최소 구매수량, 최소구매가격 등 무료배송을 위한 허들이 존재한다면 검수불가 대상입니다.상품제안 시 무료배송인 점 감안하여 원쁠딜가 및 원쁠템가를 제안해 주시기 바랍니다.선정된 후 실제 서비스에 노출되는 시점에는 반드시 '무료배송' 상태여야 합니다.만일, 무료배송 상품이 아닌 경우 서비스 노출 하루 전부터는 '무료배송'으로 설정해 주셔야 합니다.※ 참고.검수과정에서 '무료배송'이 아닌 경우 검수 반려 처리 될 수 있으며, 노출 시점에 '무료배송'상태가 아닌 경우 강제로 노출 종료 처리 및 향후 제안 선정에 불이익을 받을 수 있습니다. 


위 도움말이 도움이 되었나요?


별점1점

별점2점

별점3점

별점4점

별점5점



소중한 의견을 남겨주시면 보완하도록 노력하겠습니다.

보내기



도움말 닫기"
